timestamp,ambulance_id,request_id,latitude,longitude,speed_kmph,heading_deg,status
2026-08-10 23:12:45,AMB0055,REQ01551,13.028885,80.186106,53.4,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-10 23:12:50,AMB0055,REQ01551,13.027385,80.185155,34.7,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-10 23:12:56,AMB0055,REQ01551,13.026338,80.183814,54.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-10 23:13:00,AMB0055,REQ01551,13.025422,80.18328,30.9,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-10 23:13:08,AMB0055,REQ01551,13.024111,80.182273,29.5,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-10 23:13:12,AMB0055,REQ01551,13.023109,80.180952,37.0,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-10 23:13:16,AMB0055,REQ01551,13.02297,80.180174,50.7,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-10 23:13:22,AMB0055,REQ01551,13.020977,80.178776,43.3,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:03:23,AMB0026,REQ01427,13.080444,80.276081,22.1,135.0,EN_ROUTE_TO_PATIENT
2026-08-22 00:03:31,AMB0026,REQ01427,13.080493,80.274073,23.7,135.0,EN_ROUTE_TO_PATIENT
2026-08-22 00:03:39,AMB0026,REQ01427,13.079455,80.27219,20.7,135.0,EN_ROUTE_TO_PATIENT
2026-08-22 00:03:44,AMB0026,REQ01427,13.079698,80.269888,25.9,135.0,EN_ROUTE_TO_PATIENT
2026-08-22 00:03:48,AMB0026,REQ01427,13.079551,80.266727,33.1,135.0,EN_ROUTE_TO_PATIENT
2026-08-22 00:03:54,AMB0026,REQ01427,13.078205,80.264358,23.7,135.0,EN_ROUTE_TO_PATIENT
2026-08-22 00:04:02,AMB0026,REQ01427,13.078575,80.261839,39.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-22 00:04:10,AMB0026,REQ01427,13.078095,80.260025,20.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-22 00:04:14,AMB0026,REQ01427,13.077518,80.257107,49.5,135.0,EN_ROUTE_TO_PATIENT
2026-08-22 00:04:18,AMB0026,REQ01427,13.077302,80.254698,49.8,135.0,EN_ROUTE_TO_PATIENT
2026-08-22 00:04:24,AMB0026,REQ01427,13.076691,80.252836,21.1,135.0,EN_ROUTE_TO_PATIENT
2026-08-22 00:04:30,AMB0026,REQ01427,13.076457,80.250797,24.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-22 00:06:07,AMB0026,REQ01427,13.07617,80.24992,25.7,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:06:14,AMB0026,REQ01427,13.074495,80.250921,36.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:06:20,AMB0026,REQ01427,13.073516,80.252263,48.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:06:26,AMB0026,REQ01427,13.071482,80.252966,34.0,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:06:33,AMB0026,REQ01427,13.070109,80.253356,42.7,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:06:38,AMB0026,REQ01427,13.068977,80.254502,43.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:06:46,AMB0026,REQ01427,13.067173,80.255324,42.0,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:06:52,AMB0026,REQ01427,13.066223,80.256614,54.7,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:07:00,AMB0026,REQ01427,13.064458,80.257154,43.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:07:06,AMB0026,REQ01427,13.063833,80.258539,34.9,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:07:14,AMB0026,REQ01427,13.061482,80.258791,49.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:07:21,AMB0026,REQ01427,13.060509,80.26055,47.5,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:07:26,AMB0026,REQ01427,13.059328,80.260684,20.4,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:07:30,AMB0026,REQ01427,13.057685,80.262005,29.0,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:07:38,AMB0026,REQ01427,13.056503,80.262483,54.3,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-22 00:07:42,AMB0026,REQ01427,13.054791,80.263671,51.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:31:34,AMB0131,REQ01338,12.786157,80.221855,51.8,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:31:39,AMB0131,REQ01338,12.814418,80.228695,43.1,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:31:43,AMB0131,REQ01338,12.841497,80.23608,26.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:31:47,AMB0131,REQ01338,12.869935,80.24426,35.8,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:31:52,AMB0131,REQ01338,12.896973,80.25137,54.8,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:32:00,AMB0131,REQ01338,12.92474,80.258392,21.0,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:32:08,AMB0131,REQ01338,12.952027,80.265447,32.1,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:32:12,AMB0131,REQ01338,12.980341,80.272941,37.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:32:18,AMB0131,REQ01338,13.007378,80.279842,43.8,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:32:22,AMB0131,REQ01338,13.035239,80.287204,33.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:32:29,AMB0131,REQ01338,13.062373,80.295203,41.5,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:32:35,AMB0131,REQ01338,13.089852,80.302293,47.0,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:32:41,AMB0131,REQ01338,13.118161,80.309467,39.4,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:32:49,AMB0131,REQ01338,13.145328,80.316798,24.0,135.0,EN_ROUTE_TO_PATIENT
2026-08-29 08:34:03,AMB0131,REQ01338,13.145255,80.316959,27.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:34:11,AMB0131,REQ01338,13.137469,80.30789,46.0,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:34:19,AMB0131,REQ01338,13.130006,80.298861,42.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:34:23,AMB0131,REQ01338,13.122864,80.290647,20.9,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:34:31,AMB0131,REQ01338,13.114607,80.282208,25.7,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:34:39,AMB0131,REQ01338,13.106451,80.272313,34.8,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:34:45,AMB0131,REQ01338,13.098972,80.263727,35.2,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:34:49,AMB0131,REQ01338,13.091072,80.254932,24.8,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:34:53,AMB0131,REQ01338,13.082814,80.246743,47.4,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:35:00,AMB0131,REQ01338,13.075475,80.237433,30.0,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:35:06,AMB0131,REQ01338,13.067317,80.228141,45.2,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:35:13,AMB0131,REQ01338,13.059905,80.219436,33.2,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-29 08:35:20,AMB0131,REQ01338,13.052036,80.210803,39.4,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-11 00:20:41,AMB0066,REQ00293,13.05692,80.2635,50.0,135.0,EN_ROUTE_TO_PATIENT
2026-08-11 00:20:49,AMB0066,REQ00293,13.059295,80.258777,47.0,135.0,EN_ROUTE_TO_PATIENT
2026-08-11 00:20:53,AMB0066,REQ00293,13.062334,80.253357,49.8,135.0,EN_ROUTE_TO_PATIENT
2026-08-11 00:20:59,AMB0066,REQ00293,13.064939,80.249237,26.8,135.0,EN_ROUTE_TO_PATIENT
2026-08-11 00:21:06,AMB0066,REQ00293,13.066724,80.244037,37.1,135.0,EN_ROUTE_TO_PATIENT
2026-08-11 00:21:10,AMB0066,REQ00293,13.069809,80.238683,45.7,135.0,EN_ROUTE_TO_PATIENT
2026-08-11 00:21:18,AMB0066,REQ00293,13.071952,80.233332,27.9,135.0,EN_ROUTE_TO_PATIENT
2026-08-11 00:21:22,AMB0066,REQ00293,13.074792,80.228872,27.9,135.0,EN_ROUTE_TO_PATIENT
2026-08-11 00:21:30,AMB0066,REQ00293,13.076886,80.22293,30.1,135.0,EN_ROUTE_TO_PATIENT
2026-08-11 00:21:34,AMB0066,REQ00293,13.079168,80.217646,45.8,135.0,EN_ROUTE_TO_PATIENT
2026-08-11 00:21:41,AMB0066,REQ00293,13.081733,80.2133,36.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-11 00:22:55,AMB0066,REQ00293,13.081409,80.21318,25.0,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-11 00:22:59,AMB0066,REQ00293,13.078859,80.212694,40.4,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-11 00:23:03,AMB0066,REQ00293,13.074951,80.212083,45.7,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-11 00:23:09,AMB0066,REQ00293,13.071495,80.212941,20.4,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-11 00:23:16,AMB0066,REQ00293,13.069036,80.212242,50.8,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-11 00:23:24,AMB0066,REQ00293,13.065206,80.212353,36.0,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-11 00:23:32,AMB0066,REQ00293,13.061577,80.21203,32.4,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-11 00:23:39,AMB0066,REQ00293,13.058304,80.211884,30.3,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-11 00:23:45,AMB0066,REQ00293,13.055829,80.211273,32.2,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-11 00:23:51,AMB0066,REQ00293,13.052535,80.210623,20.9,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:20:59,AMB0067,REQ01756,13.033757,80.26761,42.0,135.0,EN_ROUTE_TO_PATIENT
2026-08-14 18:21:07,AMB0067,REQ01756,13.039319,80.260859,23.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-14 18:21:11,AMB0067,REQ01756,13.045107,80.254135,25.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-14 18:21:17,AMB0067,REQ01756,13.051237,80.247314,26.5,135.0,EN_ROUTE_TO_PATIENT
2026-08-14 18:21:22,AMB0067,REQ01756,13.058138,80.239794,35.0,135.0,EN_ROUTE_TO_PATIENT
2026-08-14 18:21:27,AMB0067,REQ01756,13.064072,80.232934,35.5,135.0,EN_ROUTE_TO_PATIENT
2026-08-14 18:21:32,AMB0067,REQ01756,13.069705,80.225841,36.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-14 18:21:40,AMB0067,REQ01756,13.076378,80.219239,21.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-14 18:21:45,AMB0067,REQ01756,13.08204,80.21173,53.9,135.0,EN_ROUTE_TO_PATIENT
2026-08-14 18:21:53,AMB0067,REQ01756,13.08794,80.204736,54.8,135.0,EN_ROUTE_TO_PATIENT
2026-08-14 18:22:46,AMB0067,REQ01756,13.087711,80.205695,22.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:22:52,AMB0067,REQ01756,13.07937,80.205477,50.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:22:59,AMB0067,REQ01756,13.069067,80.206052,45.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:23:06,AMB0067,REQ01756,13.060561,80.205686,46.2,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:23:11,AMB0067,REQ01756,13.051383,80.20599,34.5,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:23:15,AMB0067,REQ01756,13.041857,80.20721,23.8,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:23:21,AMB0067,REQ01756,13.032969,80.207814,36.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:23:26,AMB0067,REQ01756,13.024042,80.207313,20.9,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:23:31,AMB0067,REQ01756,13.014538,80.207715,28.9,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:23:39,AMB0067,REQ01756,13.004525,80.208234,36.9,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:23:44,AMB0067,REQ01756,12.995905,80.209073,45.7,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:23:50,AMB0067,REQ01756,12.986247,80.20909,24.2,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:23:56,AMB0067,REQ01756,12.977458,80.209209,52.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:24:03,AMB0067,REQ01756,12.968467,80.209202,50.5,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:24:10,AMB0067,REQ01756,12.959176,80.209967,51.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-14 18:24:15,AMB0067,REQ01756,12.950319,80.210772,22.2,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:14:21,AMB0109,REQ02781,12.90013,80.22985,42.7,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:14:25,AMB0109,REQ02781,12.903539,80.225033,47.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:14:33,AMB0109,REQ02781,12.907707,80.220514,47.5,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:14:38,AMB0109,REQ02781,12.910967,80.215777,29.7,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:14:42,AMB0109,REQ02781,12.91539,80.210553,42.9,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:14:49,AMB0109,REQ02781,12.918842,80.205153,30.0,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:14:56,AMB0109,REQ02781,12.922535,80.200669,28.9,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:15:01,AMB0109,REQ02781,12.926636,80.195713,45.4,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:15:06,AMB0109,REQ02781,12.931203,80.190322,39.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:15:13,AMB0109,REQ02781,12.934268,80.185809,39.4,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:15:17,AMB0109,REQ02781,12.938255,80.181543,27.1,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:15:22,AMB0109,REQ02781,12.942511,80.176425,52.4,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:15:29,AMB0109,REQ02781,12.945572,80.170649,42.7,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:15:34,AMB0109,REQ02781,12.949887,80.165704,42.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:15:42,AMB0109,REQ02781,12.954018,80.160907,23.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-02 13:16:39,AMB0109,REQ02781,12.954016,80.161719,32.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:16:44,AMB0109,REQ02781,12.967568,80.172021,43.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:16:49,AMB0109,REQ02781,12.98202,80.182105,32.8,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:16:57,AMB0109,REQ02781,12.99653,80.193494,38.7,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:17:01,AMB0109,REQ02781,13.010793,80.204428,52.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:17:05,AMB0109,REQ02781,13.025875,80.214199,27.0,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:17:12,AMB0109,REQ02781,13.040659,80.225577,22.2,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:17:16,AMB0109,REQ02781,13.054251,80.23589,42.8,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:17:21,AMB0109,REQ02781,13.069453,80.24647,37.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:17:25,AMB0109,REQ02781,13.083322,80.257581,52.0,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:17:32,AMB0109,REQ02781,13.098479,80.267833,46.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:17:39,AMB0109,REQ02781,13.112273,80.278656,34.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-02 13:17:44,AMB0109,REQ02781,13.126508,80.288807,37.9,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-13 22:00:51,AMB0012,REQ00320,13.160639,80.200697,43.8,135.0,EN_ROUTE_TO_PATIENT
2026-08-13 22:00:57,AMB0012,REQ00320,13.146269,80.200647,35.1,135.0,EN_ROUTE_TO_PATIENT
2026-08-13 22:01:02,AMB0012,REQ00320,13.131418,80.200495,28.1,135.0,EN_ROUTE_TO_PATIENT
2026-08-13 22:01:06,AMB0012,REQ00320,13.117009,80.200933,48.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-13 22:01:13,AMB0012,REQ00320,13.101648,80.201357,37.4,135.0,EN_ROUTE_TO_PATIENT
2026-08-13 22:01:17,AMB0012,REQ00320,13.086999,80.201562,22.3,135.0,EN_ROUTE_TO_PATIENT
2026-08-13 22:01:25,AMB0012,REQ00320,13.07308,80.201603,29.8,135.0,EN_ROUTE_TO_PATIENT
2026-08-13 22:01:32,AMB0012,REQ00320,13.058405,80.201936,21.3,135.0,EN_ROUTE_TO_PATIENT
2026-08-13 22:01:36,AMB0012,REQ00320,13.04366,80.202446,29.7,135.0,EN_ROUTE_TO_PATIENT
2026-08-13 22:03:04,AMB0012,REQ00320,13.044142,80.202554,25.3,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-13 22:03:08,AMB0012,REQ00320,13.038153,80.204134,28.9,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-13 22:03:15,AMB0012,REQ00320,13.032587,80.205718,23.7,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-13 22:03:20,AMB0012,REQ00320,13.026581,80.207246,21.3,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-13 22:03:28,AMB0012,REQ00320,13.020464,80.208503,27.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-13 22:03:35,AMB0012,REQ00320,13.014739,80.210178,24.5,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-13 22:03:43,AMB0012,REQ00320,13.00864,80.212574,35.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-13 22:03:51,AMB0012,REQ00320,13.002974,80.213905,31.5,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-13 22:03:56,AMB0012,REQ00320,12.996854,80.216125,27.5,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-13 22:04:03,AMB0012,REQ00320,12.991816,80.216744,39.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-13 22:04:11,AMB0012,REQ00320,12.985293,80.218757,34.9,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-13 22:04:15,AMB0012,REQ00320,12.979914,80.220219,36.8,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 18:35:50,AMB0106,REQ01665,12.959044,80.248595,38.9,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 18:35:58,AMB0106,REQ01665,12.958877,80.245151,51.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 18:36:03,AMB0106,REQ01665,12.959858,80.240796,46.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 18:36:10,AMB0106,REQ01665,12.960042,80.237658,21.3,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 18:36:15,AMB0106,REQ01665,12.96006,80.233944,29.4,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 18:36:21,AMB0106,REQ01665,12.960082,80.230043,20.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 18:36:27,AMB0106,REQ01665,12.960592,80.226135,49.1,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 18:36:34,AMB0106,REQ01665,12.961122,80.222237,37.4,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 18:36:38,AMB0106,REQ01665,12.961333,80.218862,25.4,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 18:36:45,AMB0106,REQ01665,12.961098,80.214676,48.4,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 18:36:50,AMB0106,REQ01665,12.962163,80.211162,41.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 18:38:03,AMB0106,REQ01665,12.961909,80.211247,39.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 18:38:07,AMB0106,REQ01665,12.975881,80.217915,52.0,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 18:38:11,AMB0106,REQ01665,12.989599,80.22535,45.3,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 18:38:16,AMB0106,REQ01665,13.003053,80.23148,35.3,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 18:38:23,AMB0106,REQ01665,13.016637,80.238392,27.3,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 18:38:28,AMB0106,REQ01665,13.030865,80.245708,40.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 18:38:32,AMB0106,REQ01665,13.044225,80.2516,27.8,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 18:38:40,AMB0106,REQ01665,13.058303,80.259385,54.7,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 18:38:44,AMB0106,REQ01665,13.07196,80.265518,30.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 18:38:51,AMB0106,REQ01665,13.085779,80.272631,28.9,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 18:38:56,AMB0106,REQ01665,13.099884,80.279701,35.3,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 18:39:04,AMB0106,REQ01665,13.11293,80.28575,52.8,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 01:02:57,AMB0050,REQ00491,13.072842,80.199193,50.8,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:03:01,AMB0050,REQ00491,13.067005,80.201364,43.1,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:03:06,AMB0050,REQ00491,13.062539,80.20431,54.4,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:03:13,AMB0050,REQ00491,13.056755,80.207379,33.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:03:17,AMB0050,REQ00491,13.050574,80.209577,48.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:03:22,AMB0050,REQ00491,13.045969,80.21229,30.3,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:03:28,AMB0050,REQ00491,13.040376,80.21464,33.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:03:35,AMB0050,REQ00491,13.034251,80.21725,44.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:03:39,AMB0050,REQ00491,13.029047,80.220001,37.9,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:03:45,AMB0050,REQ00491,13.023775,80.222947,27.5,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:03:52,AMB0050,REQ00491,13.018087,80.225642,50.3,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:03:59,AMB0050,REQ00491,13.012318,80.22898,31.5,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:04:05,AMB0050,REQ00491,13.007278,80.231158,49.6,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:04:11,AMB0050,REQ00491,13.00176,80.233895,29.2,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:04:15,AMB0050,REQ00491,12.996476,80.236285,33.5,135.0,EN_ROUTE_TO_PATIENT
2026-08-27 01:05:07,AMB0050,REQ00491,12.996516,80.237197,47.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 01:05:12,AMB0050,REQ00491,13.004918,80.235567,34.6,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 01:05:18,AMB0050,REQ00491,13.013144,80.234409,26.8,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 01:05:26,AMB0050,REQ00491,13.021526,80.232714,39.1,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 01:05:32,AMB0050,REQ00491,13.029876,80.231383,41.3,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 01:05:40,AMB0050,REQ00491,13.037452,80.229967,53.3,135.0,EN_ROUTE_TO_HOSPITAL
2026-08-27 01:05:48,AMB0050,REQ00491,13.04618,80.229368,34.0,135.0,EN_ROUTE_TO_HOSPITAL
